,34.005,34.015,34.025,34.035,34.045,34.055,34.065,34.075,34.085,34.095,34.105,34.115,34.125,34.135,34.145,34.155,34.165,34.175,34.185,34.195,34.205,34.215,34.225,34.235,34.245,34.255,34.265,34.275,34.285,34.295,34.305,34.315,34.325,34.335,34.345,34.355,34.365,34.375,34.385,34.395,34.405,34.415,34.425,34.435,34.445,34.455,34.465,34.475,34.485,34.495,34.505,34.515,34.525,34.535,34.545,34.555,34.565,34.575,34.585,34.595,34.605,34.615,34.625,34.635,34.645,34.655,34.665,34.675,34.685,34.695,34.705,34.715,34.725,34.735,34.745,34.755,34.765,34.775,34.785,34.795,34.805,34.815,34.825,34.835,34.845,34.855,34.865,34.875,34.885,34.895,34.905,34.915,34.925,34.935,34.945,34.955,34.965,34.975,34.985,34.995,35.005,35.015,35.025,35.035,35.045,35.055,35.065,35.075,35.085,35.095,35.105,35.115,35.125,35.135,35.145,35.155,35.165,35.175,35.185
112.005,0.104030424,0.104030424,0.104030424,-1.601870288,-1.601870288,-1.601870288,-1.601870288,-1.601870288,-0.745438858,-0.745438858,-0.745438858,-0.745438858,-0.213295087,-0.213295087,-0.213295087,-0.213295087,-0.213295087,-0.804131137,-0.804131137,-0.804131137,-0.804131137,-0.804131137,-0.430841961,-0.430841961,-0.430841961,-0.430841961,-1.036986456,-1.036986456,-1.036986456,-1.036986456,-1.036986456,-1.801407279,-1.801407279,-1.801407279,-1.801407279,-1.801407279,-1.873776824,-1.873776824,-1.873776824,-1.873776824,-1.087787201,-1.087787201,-1.087787201,-1.087787201,-1.087787201,1.187999123,1.187999123,1.187999123,1.187999123,1.187999123,2.261572168,2.261572168,2.261572168,2.261572168,0.12282315,0.12282315,0.12282315,0.12282315,0.12282315,-0.872130247,-0.872130247,-0.872130247,-0.872130247,-0.872130247,0.752152937,0.752152937,0.752152937,0.752152937,1.78148772,1.78148772,1.78148772,1.78148772,1.78148772,1.393252841,1.393252841,1.393252841,1.393252841,1.393252841,0.526956324,0.526956324,0.526956324,0.526956324,-0.339672462,-0.339672462,-0.339672462,-0.339672462,-0.339672462,-0.844577409,-0.844577409,-0.844577409,-0.844577409,-1.939094998,-1.939094998,-1.939094998,-1.939094998,-1.939094998,-2.881627406,-2.881627406,-2.881627406,-2.881627406,-2.881627406,-1.182415261,-1.182415261,-1.182415261,-1.182415261,1.098922186,1.098922186,1.098922186,1.098922186,1.098922186,-0.993920905,-0.993920905,-0.993920905,-0.993920905,-0.993920905,-1.630757938,-1.630757938,-1.630757938,-1.630757938
112.015,0.104030424,0.104030424,0.104030424,-1.601870288,-1.601870288,-1.601870288,-1.601870288,-1.601870288,-0.745438858,-0.745438858,-0.745438858,-0.745438858,-0.213295087,-0.213295087,-0.213295087,-0.213295087,-0.213295087,-0.804131137,-0.804131137,-0.804131137,-0.804131137,-0.804131137,-0.430841961,-0.430841961,-0.430841961,-0.430841961,-1.036986456,-1.036986456,-1.036986456,-1.036986456,-1.036986456,-1.801407279,-1.801407279,-1.801407279,-1.801407279,-1.801407279,-1.873776824,-1.873776824,-1.873776824,-1.873776824,-1.087787201,-1.087787201,-1.087787201,-1.087787201,-1.087787201,1.187999123,1.187999123,1.187999123,1.187999123,1.187999123,2.261572168,2.261572168,2.261572168,2.261572168,0.12282315,0.12282315,0.12282315,0.12282315,0.12282315,-0.872130247,-0.872130247,-0.872130247,-0.872130247,-0.872130247,0.752152937,0.752152937,0.752152937,0.752152937,1.78148772,1.78148772,1.78148772,1.78148772,1.78148772,1.393252841,1.393252841,1.393252841,1.393252841,1.393252841,0.526956324,0.526956324,0.526956324,0.526956324,-0.339672462,-0.339672462,-0.339672462,-0.339672462,-0.339672462,-0.844577409,-0.844577409,-0.844577409,-0.844577409,-0.844577409,-1.939094998,-1.939094998,-1.939094998,-1.939094998,-2.881627406,-2.881627406,-2.881627406,-2.881627406,-2.881627406,-1.182415261,-1.182415261,-1.182415261,-1.182415261,1.098922186,1.098922186,1.098922186,1.098922186,1.098922186,-0.993920905,-0.993920905,-0.993920905,-0.993920905,-0.993920905,-1.630757938,-1.630757938,-1.630757938,-1.630757938
112.025,0.104030424,0.104030424,0.104030424,-1.601870288,-1.601870288,-1.601870288,-1.601870288,-1.601870288,-0.745438858,-0.745438858,-0.745438858,-0.745438858,-0.213295087,-0.213295087,-0.213295087,-0.213295087,-0.213295087,-0.804131137,-0.804131137,-0.804131137,-0.804131137,-0.804131137,-0.430841961,-0.430841961,-0.430841961,-0.430841961,-1.036986456,-1.036986456,-1.036986456,-1.036986456,-1.036986456,-1.801407279,-1.801407279,-1.801407279,-1.801407279,-1.801407279,-1.873776824,-1.873776824,-1.873776824,-1.873776824,-1.087787201,-1.087787201,-1.087787201,-1.087787201,-1.087787201,1.187999123,1.187999123,1.187999123,1.187999123,1.187999123,2.261572168,2.261572168,2.261572168,2.261572168,0.12282315,0.12282315,0.12282315,0.12282315,0.12282315,-0.872130247,-0.872130247,-0.872130247,-0.872130247,-0.872130247,0.752152937,0.752152937,0.752152937,0.752152937,1.78148772,1.78148772,1.78148772,1.78148772,1.78148772,1.393252841,1.393252841,1.393252841,1.393252841,1.393252841,0.526956324,0.526956324,0.526956324,0.526956324,-0.339672462,-0.339672462,-0.339672462,-0.339672462,-0.339672462,-0.844577409,-0.844577409,-0.844577409,-0.844577409,-0.844577409,-1.939094998,-1.939094998,-1.939094998,-1.939094998,-2.881627406,-2.881627406,-2.881627406,-2.881627406,-2.881627406,-1.182415261,-1.182415261,-1.182415261,-1.182415261,1.098922186,1.098922186,1.098922186,1.098922186,1.098922186,-0.993920905,-0.993920905,-0.993920905,-0.993920905,-0.993920905,-1.630757938,-1.630757938,-1.630757938,-1.630757938
112.035,0.104030424,0.104030424,0.104030424,-1.601870288,-1.601870288,-1.601870288,-1.601870288,-1.601870288,-0.745438858,-0.745438858,-0.745438858,-0.745438858,-0.213295087,-0.213295087,-0.213295087,-0.213295087,-0.213295087,-0.804131137,-0.804131137,-0.804131137,-0.804131137,-0.804131137,-0.430841961,-0.430841961,-0.430841961,-0.430841961,-1.036986456,-1.036986456,-1.036986456,-1.036986456,-1.036986456,-1.801407279,-1.801407279,-1.801407279,-1.801407279,-1.801407279,-1.873776824,-1.873776824,-1.873776824,-1.873776824,-1.087787201,-1.087787201,-1.087787201,-1.087787201,-1.087787201,1.187999123,1.187999123,1.187999123,1.187999123,1.187999123,2.261572168,2.261572168,2.261572168,2.261572168,0.12282315,0.12282315,0.12282315,0.12282315,0.12282315,-0.872130247,-0.872130247,-0.872130247,-0.872130247,-0.872130247,0.752152937,0.752152937,0.752152937,0.752152937,1.78148772,1.78148772,1.78148772,1.78148772,1.78148772,1.393252841,1.393252841,1.393252841,1.393252841,1.393252841,0.526956324,0.526956324,0.526956324,0.526956324,-0.339672462,-0.339672462,-0.339672462,-0.339672462,-0.339672462,-0.844577409,-0.003366646,-0.003366646,-0.003366646,-0.003366646,-0.849394604,-0.849394604,-0.849394604,-0.849394604,-0.510065211,-0.510065211,-0.510065211,-0.510065211,-0.510065211,0.249942676,0.249942676,0.249942676,0.249942676,-0.057824506,-0.057824506,-0.057824506,-0.057824506,-0.057824506,-0.593416437,-0.593416437,-0.593416437,-0.593416437,-0.593416437,-0.972192199,-0.972192199,-0.972192199,-0.972192199
112.045,0.104030424,0.104030424,0.104030424,-3.225328569,-3.225328569,-3.225328569,-3.225328569,-3.225328569,-0.641277213,-0.641277213,-0.641277213,-0.641277213,1.860431813,1.860431813,1.860431813,1.860431813,1.860431813,1.594896401,1.594896401,1.594896401,1.594896401,1.594896401,1.83409145,1.83409145,1.83409145,1.83409145,1.455300896,1.455300896,1.455300896,1.455300896,1.455300896,1.811706674,1.811706674,1.811706674,1.811706674,1.811706674,0.318376206,0.318376206,0.318376206,0.318376206,0.798231416,0.798231416,0.798231416,0.798231416,0.798231416,1.099592328,1.099592328,1.099592328,1.099592328,1.099592328,1.205586362,1.205586362,1.205586362,1.205586362,-0.509086739,-0.509086739,-0.509086739,-0.509086739,-0.509086739,-0.627659128,-0.627659128,-0.627659128,-0.627659128,-0.627659128,1.134310179,1.134310179,1.134310179,1.134310179,0.558539301,0.558539301,0.558539301,0.558539301,0.558539301,1.946803737,1.946803737,1.946803737,1.946803737,1.946803737,0.847403709,0.847403709,0.847403709,0.847403709,1.266151518,1.266151518,1.266151518,1.266151518,1.266151518,-0.003366646,-0.003366646,-0.003366646,-0.003366646,-0.003366646,-0.849394604,-0.849394604,-0.849394604,-0.849394604,-0.510065211,-0.510065211,-0.510065211,-0.510065211,-0.510065211,0.249942676,0.249942676,0.249942676,0.249942676,-0.057824506,-0.057824506,-0.057824506,-0.057824506,-0.057824506,-0.593416437,-0.593416437,-0.593416437,-0.593416437,-0.593416437,-0.972192199,-0.972192199,-0.972192199,-0.972192199
112.055,-0.904317057,-0.904317057,-0.904317057,-3.225328569,-3.225328569,-3.225328569,-3.225328569,-3.225328569,-0.641277213,-0.641277213,-0.641277213,-0.641277213,1.860431813,1.860431813,1.860431813,1.860431813,1.860431813,1.594896401,1.594896401,1.594896401,1.594896401,1.594896401,1.83409145,1.83409145,1.83409145,1.83409145,1.455300896,1.455300896,1.455300896,1.455300896,1.455300896,1.811706674,1.811706674,1.811706674,1.811706674,1.811706674,0.318376206,0.318376206,0.318376206,0.318376206,0.798231416,0.798231416,0.798231416,0.798231416,0.798231416,1.099592328,1.099592328,1.099592328,1.099592328,1.099592328,1.205586362,1.205586362,1.205586362,1.205586362,-0.509086739,-0.509086739,-0.509086739,-0.509086739,-0.509086739,-0.627659128,-0.627659128,-0.627659128,-0.627659128,-0.627659128,1.134310179,1.134310179,1.134310179,1.134310179,0.558539301,0.558539301,0.558539301,0.558539301,0.558539301,1.946803737,1.946803737,1.946803737,1.946803737,1.946803737,0.847403709,0.847403709,0.847403709,0.847403709,1.266151518,1.266151518,1.266151518,1.266151518,1.266151518,-0.003366646,-0.003366646,-0.003366646,-0.003366646,-0.003366646,-0.849394604,-0.849394604,-0.849394604,-0.849394604,-0.510065211,-0.510065211,-0.510065211,-0.510065211,-0.510065211,0.249942676,0.249942676,0.249942676,0.249942676,0.249942676,-0.057824506,-0.057824506,-0.057824506,-0.057824506,-0.593416437,-0.593416437,-0.593416437,-0.593416437,-0.593416437,-0.972192199,-0.972192199,-0.972192199,-0.972192199
112.065,-0.904317057,-0.904317057,-0.904317057,-3.225328569,-3.225328569,-3.225328569,-3.225328569,-3.225328569,-0.641277213,-0.641277213,-0.641277213,-0.641277213,1.860431813,1.860431813,1.860431813,1.860431813,1.860431813,1.594896401,1.594896401,1.594896401,1.594896401,1.594896401,1.83409145,1.83409145,1.83409145,1.83409145,1.455300896,1.455300896,1.455300896,1.455300896,1.455300896,1.811706674,1.811706674,1.811706674,1.811706674,1.811706674,0.318376206,0.318376206,0.318376206,0.318376206,0.798231416,0.798231416,0.798231416,0.798231416,0.798231416,1.099592328,1.099592328,1.099592328,1.099592328,1.099592328,1.205586362,1.205586362,1.205586362,1.205586362,-0.509086739,-0.509086739,-0.509086739,-0.509086739,-0.509086739,-0.627659128,-0.627659128,-0.627659128,-0.627659128,-0.627659128,1.134310179,1.134310179,1.134310179,1.134310179,0.558539301,0.558539301,0.558539301,0.558539301,0.558539301,1.946803737,1.946803737,1.946803737,1.946803737,1.946803737,0.847403709,0.847403709,0.847403709,0.847403709,1.266151518,1.266151518,1.266151518,1.266151518,1.266151518,-0.003366646,-0.003366646,-0.003366646,-0.003366646,-0.003366646,-0.849394604,-0.849394604,-0.849394604,-0.849394604,-0.510065211,-0.510065211,-0.510065211,-0.510065211,-0.510065211,0.249942676,0.249942676,0.249942676,0.249942676,0.249942676,-0.057824506,-0.057824506,-0.057824506,-0.057824506,-0.593416437,-0.593416437,-0.593416437,-0.593416437,-0.593416437,-0.972192199,-0.972192199,-0.972192199,-0.972192199
112.075,-0.904317057,-0.904317057,-0.904317057,-3.225328569,-3.225328569,-3.225328569,-3.225328569,-3.225328569,-0.641277213,-0.641277213,-0.641277213,-0.641277213,1.860431813,1.860431813,1.860431813,1.860431813,1.860431813,1.594896401,1.594896401,1.594896401,1.594896401,1.594896401,1.83409145,1.83409145,1.83409145,1.83409145,1.455300896,1.455300896,1.455300896,1.455300896,1.455300896,1.811706674,1.811706674,1.811706674,1.811706674,1.811706674,0.318376206,0.318376206,0.318376206,0.318376206,0.798231416,0.798231416,0.798231416,0.798231416,0.798231416,1.099592328,1.099592328,1.099592328,1.099592328,1.099592328,1.205586362,1.205586362,1.205586362,1.205586362,-0.509086739,-0.509086739,-0.509086739,-0.509086739,-0.509086739,-0.627659128,-0.627659128,-0.627659128,-0.627659128,-0.627659128,1.134310179,1.134310179,1.134310179,1.134310179,0.558539301,0.558539301,0.558539301,0.558539301,0.558539301,1.946803737,1.946803737,1.946803737,1.946803737,1.946803737,0.847403709,0.847403709,0.847403709,0.847403709,1.266151518,1.266151518,1.266151518,1.266151518,1.266151518,-0.003366646,-0.003366646,-0.003366646,-0.003366646,-0.003366646,-0.849394604,-0.849394604,-0.849394604,-0.849394604,-0.510065211,-0.510065211,-0.510065211,-0.510065211,-0.510065211,0.249942676,0.249942676,0.249942676,0.249942676,0.249942676,-0.057824506,-0.057824506,-0.057824506,-0.057824506,-0.593416437,-0.593416437,-0.593416437,-0.593416437,-0.593416437,-0.972192199,-0.972192199,-0.972192199,-0.972192199
112.085,-0.904317057,-0.904317057,-0.904317057,-3.225328569,-3.225328569,-3.225328569,-3.225328569,-3.225328569,-0.641277213,-0.641277213,-0.641277213,-0.641277213,1.860431813,1.860431813,1.860431813,1.860431813,1.860431813,1.594896401,1.594896401,1.594896401,1.594896401,1.594896401,1.83409145,1.83409145,1.83409145,1.83409145,1.455300896,1.455300896,1.455300896,1.455300896,1.455300896,1.811706674,1.811706674,1.811706674,1.811706674,1.811706674,0.318376206,0.318376206,0.318376206,0.318376206,0.798231416,0.798231416,0.798231416,0.798231416,0.798231416,1.099592328,1.099592328,1.099592328,1.099592328,1.099592328,1.205586362,1.205586362,1.205586362,1.205586362,-0.509086739,-0.509086739,-0.509086739,-0.509086739,-0.509086739,-0.627659128,-0.627659128,-0.627659128,-0.627659128,-0.627659128,1.134310179,1.134310179,1.134310179,1.134310179,0.558539301,0.558539301,0.558539301,0.558539301,0.558539301,1.946803737,1.946803737,1.946803737,1.946803737,1.946803737,0.847403709,0.847403709,0.847403709,0.847403709,1.266151518,1.266151518,1.266151518,1.266151518,1.266151518,-0.003366646,-0.003366646,-0.003366646,-0.003366646,-0.003366646,-0.849394604,-0.849394604,-0.849394604,-0.849394604,-0.510065211,-0.510065211,-0.510065211,-0.510065211,-0.510065211,0.249942676,0.249942676,0.249942676,0.249942676,0.249942676,-0.057824506,-0.057824506,-0.057824506,-0.057824506,-0.593416437,-0.593416437,-0.593416437,-0.593416437,-0.593416437,-0.972192199,-0.972192199,-0.972192199,-0.972192199
